dangerous_permissions_count,total_permissions_count,has_perm_read_sms,has_perm_send_sms,has_perm_read_contacts,has_perm_access_fine_location,has_perm_record_audio,has_perm_camera,suspicious_api_count,crypto_api_count,network_api_count,sms_api_count,total_opcodes,reflection_opcodes,activities_count,services_count,receivers_count,suspicious_strings,url_count,avg_string_length,is_debug_cert,file_size,label,file_name,file_path
2,16,0,1,0,0,0,1,1,19,40,3,72428,308,8,5,9,6,21,172.86806352166147,0,39115727,suspicious,sample_0707.apk,/sample/path/sample_0707.apk
14,9,0,0,0,1,0,1,1,7,22,7,20523,319,19,6,1,20,92,126.46569490197847,1,32767889,suspicious,sample_0708.apk,/sample/path/sample_0708.apk
5,48,0,0,1,0,0,0,12,4,22,2,95368,254,18,7,0,4,40,19.838854349182814,1,10506954,suspicious,sample_0709.apk,/sample/path/sample_0709.apk
0,23,0,0,0,0,1,1,8,7,25,8,95611,403,9,7,11,14,97,167.81083177174574,0,2305068,benign,sample_0710.apk,/sample/path/sample_0710.apk
14,44,1,0,1,0,0,1,25,19,34,5,71496,276,16,6,1,9,14,103.01657218324509,0,11756656,suspicious,sample_0711.apk,/sample/path/sample_0711.apk
11,5,1,0,0,0,1,0,9,11,40,6,39079,188,12,7,0,4,13,53.78017464472407,0,22377600,benign,sample_0712.apk,/sample/path/sample_0712.apk
10,40,0,0,0,1,0,0,18,14,11,3,18533,62,12,1,0,18,42,172.09884389411138,0,14050513,suspicious,sample_0713.apk,/sample/path/sample_0713.apk
12,33,0,0,0,1,1,0,0,10,23,7,32174,113,10,8,14,3,46,101.8373175811908,0,42328881,benign,sample_0714.apk,/sample/path/sample_0714.apk
13,10,0,0,0,0,0,0,27,0,46,4,82526,439,18,3,1,3,78,98.9039700696534,0,43753201,suspicious,sample_0715.apk,/sample/path/sample_0715.apk
10,24,0,0,1,1,1,1,26,2,6,5,83201,373,1,2,6,3,75,125.02607067113539,0,36813050,suspicious,sample_0716.apk,/sample/path/sample_0716.apk
12,33,1,0,0,0,0,0,7,14,14,1,71886,21,18,1,3,19,15,14.814154060113705,0,30134401,benign,sample_0717.apk,/sample/path/sample_0717.apk
2,30,0,0,1,0,0,0,22,19,49,8,66875,152,14,6,11,15,68,134.4320074023879,0,27150237,benign,sample_0718.apk,/sample/path/sample_0718.apk
14,47,1,0,1,0,1,0,20,6,10,6,24412,335,18,4,6,22,3,179.21281442316274,0,49936269,suspicious,sample_0719.apk,/sample/path/sample_0719.apk
2,9,0,1,1,1,0,0,8,3,4,8,20116,329,16,3,4,12,44,58.49393121452743,0,3399414,suspicious,sample_0720.apk,/sample/path/sample_0720.apk
10,9,0,0,0,0,0,0,12,19,7,8,30810,382,15,9,5,9,10,120.43490552234843,0,34893213,benign,sample_0721.apk,/sample/path/sample_0721.apk
2,38,0,0,0,1,0,1,21,4,48,5,6837,141,17,7,7,18,31,122.9500324333976,0,16701804,benign,sample_0722.apk,/sample/path/sample_0722.apk
12,31,0,0,0,0,0,1,21,2,31,4,4975,13,3,7,12,10,28,177.47868532711564,0,17692889,suspicious,sample_0723.apk,/sample/path/sample_0723.apk
1,22,0,0,0,0,0,0,2,5,3,3,3056,487,19,0,0,0,19,174.58438834319526,0,19811946,benign,sample_0724.apk,/sample/path/sample_0724.apk
2,28,0,0,1,1,0,1,20,6,23,8,55715,491,9,3,7,2,35,68.85677209756932,0,45125333,benign,sample_0725.apk,/sample/path/sample_0725.apk
0,9,0,0,0,0,0,0,11,4,29,9,70854,280,7,4,8,8,41,195.63736318712398,0,10118303,benign,sample_0726.apk,/sample/path/sample_0726.apk
12,18,0,0,0,0,0,1,11,0,30,1,97946,88,13,9,14,19,33,60.58337440031896,0,18742314,benign,sample_0727.apk,/sample/path/sample_0727.apk
12,26,0,0,1,0,0,0,5,4,3,1,59914,197,14,7,4,20,60,34.330476314407285,0,32333868,benign,sample_0728.apk,/sample/path/sample_0728.apk
5,21,1,0,0,1,0,0,27,9,37,8,93680,33,4,8,14,12,83,84.13243590162739,0,17604920,suspicious,sample_0729.apk,/sample/path/sample_0729.apk
10,46,0,0,0,1,0,1,26,13,5,6,66950,220,10,5,0,18,28,151.3157960009734,0,40362763,suspicious,sample_0730.apk,/sample/path/sample_0730.apk
8,45,0,0,0,0,0,0,16,9,1,7,42495,354,2,8,2,1,59,118.32412521749376,0,6587874,benign,sample_0731.apk,/sample/path/sample_0731.apk
4,47,0,0,0,1,0,0,29,7,39,6,75693,451,1,8,14,0,51,162.36980080856324,0,39151312,benign,sample_0732.apk,/sample/path/sample_0732.apk
4,18,1,0,0,0,0,0,20,19,23,2,26099,51,1,6,0,1,42,146.363638724774,0,29595484,benign,sample_0733.apk,/sample/path/sample_0733.apk
5,42,0,0,0,1,0,0,23,14,20,3,30379,404,1,0,2,13,58,96.43225454765546,0,36138924,benign,sample_0734.apk,/sample/path/sample_0734.apk
0,10,0,1,0,1,1,0,6,19,2,9,33600,96,8,0,12,13,57,165.24613991473342,0,12606231,suspicious,sample_0735.apk,/sample/path/sample_0735.apk
12,42,0,0,1,1,0,0,28,4,2,3,82782,260,14,3,0,5,9,37.901152123950965,0,18308304,suspicious,sample_0736.apk,/sample/path/sample_0736.apk
13,24,1,1,0,0,0,0,25,11,44,2,61021,364,12,3,2,2,77,86.11312108000175,0,22894715,malware,sample_0737.apk,/sample/path/sample_0737.apk
13,14,0,0,1,1,0,1,6,17,11,0,85218,494,7,0,2,10,62,74.42460119350841,0,44844806,benign,sample_0738.apk,/sample/path/sample_0738.apk
10,34,0,0,0,1,0,0,7,19,7,4,97220,298,3,6,10,13,26,177.57764224556465,0,23435115,benign,sample_0739.apk,/sample/path/sample_0739.apk
10,35,0,1,0,0,0,0,13,14,27,8,69993,272,10,8,14,1,87,36.75840093857289,0,9689097,malware,sample_0740.apk,/sample/path/sample_0740.apk
1,32,1,0,0,0,1,1,9,4,14,6,7861,462,10,7,8,11,38,123.28390517004651,0,3664056,benign,sample_0741.apk,/sample/path/sample_0741.apk
9,12,1,0,1,1,0,1,2,18,42,5,22125,398,15,5,4,13,52,188.50136866582633,0,42956909,benign,sample_0742.apk,/sample/path/sample_0742.apk
2,28,0,0,1,0,1,0,17,4,43,9,51119,380,6,8,14,11,24,153.57953763940878,0,6865522,benign,sample_0743.apk,/sample/path/sample_0743.apk
4,38,0,0,0,0,1,0,11,16,6,9,27190,439,17,9,6,19,78,10.665886070901072,0,49707167,benign,sample_0744.apk,/sample/path/sample_0744.apk
4,22,0,0,0,0,1,1,16,0,40,5,64964,397,16,4,12,5,64,130.20528142661254,0,40109405,benign,sample_0745.apk,/sample/path/sample_0745.apk
14,38,0,0,0,1,0,0,1,14,43,2,6833,13,14,2,0,19,0,188.644496645849,0,36407107,benign,sample_0746.apk,/sample/path/sample_0746.apk
3,17,0,0,0,1,1,0,29,15,2,8,77521,175,8,8,14,20,66,150.48940359651448,0,26263380,suspicious,sample_0747.apk,/sample/path/sample_0747.apk
8,23,1,0,0,0,1,1,6,13,19,1,13938,85,12,1,9,1,86,58.40417108797062,0,3965632,benign,sample_0748.apk,/sample/path/sample_0748.apk
5,43,0,0,0,0,0,0,0,3,22,3,95472,319,8,7,4,11,62,43.21946496995891,0,42188261,benign,sample_0749.apk,/sample/path/sample_0749.apk
9,30,1,0,0,0,0,1,27,6,35,4,15248,373,16,9,14,12,35,144.4177781421524,1,33754321,suspicious,sample_0750.apk,/sample/path/sample_0750.apk
14,19,0,0,0,0,0,1,25,17,35,1,10217,361,3,7,3,6,75,46.34300770041052,0,33851197,suspicious,sample_0751.apk,/sample/path/sample_0751.apk
14,18,0,0,0,1,0,0,27,13,13,3,40116,90,3,7,1,8,44,20.35928618687315,0,37654018,suspicious,sample_0752.apk,/sample/path/sample_0752.apk
12,8,0,0,1,0,0,1,5,2,6,0,89896,13,3,7,0,15,9,109.1939785160933,0,49085603,benign,sample_0753.apk,/sample/path/sample_0753.apk
9,44,0,1,0,1,1,0,29,6,17,1,88191,278,12,6,4,7,93,15.163066895845077,0,31699744,malware,sample_0754.apk,/sample/path/sample_0754.apk
5,8,1,0,1,0,1,0,6,15,26,3,74185,249,16,0,7,14,98,18.593629874840836,0,30632222,benign,sample_0755.apk,/sample/path/sample_0755.apk
5,14,0,0,0,0,0,1,21,7,6,2,4824,244,13,9,9,1,91,121.77963064337965,0,18623670,benign,sample_0756.apk,/sample/path/sample_0756.apk
10,17,0,0,0,1,0,0,12,4,43,5,91429,21,9,0,7,12,4,171.3359608706132,0,16973595,benign,sample_0757.apk,/sample/path/sample_0757.apk
5,18,1,0,0,0,0,0,24,15,14,1,85610,194,5,0,6,16,37,68.21821679724985,0,44887462,benign,sample_0758.apk,/sample/path/sample_0758.apk
2,34,0,1,0,0,1,0,9,5,49,1,49122,179,9,2,5,1,14,78.47184309574821,0,40506953,suspicious,sample_0759.apk,/sample/path/sample_0759.apk
9,14,0,0,0,0,0,0,19,5,33,9,98217,29,9,9,1,7,87,55.01629368712463,0,28281201,benign,sample_0760.apk,/sample/path/sample_0760.apk
11,35,1,0,0,0,0,0,6,15,15,0,73949,346,7,3,7,7,86,74.341541990429,0,36842853,benign,sample_0761.apk,/sample/path/sample_0761.apk
5,16,1,0,1,0,0,0,18,7,33,8,36779,30,6,2,2,18,42,150.344003611747,1,13441373,suspicious,sample_0762.apk,/sample/path/sample_0762.apk
13,22,0,0,0,1,0,0,3,12,28,5,20450,460,5,3,13,12,13,146.73446392284168,0,11072142,benign,sample_0763.apk,/sample/path/sample_0763.apk
2,5,0,0,0,0,0,0,28,7,48,6,37214,119,16,9,4,9,56,133.20063949044865,0,33424048,benign,sample_0764.apk,/sample/path/sample_0764.apk
12,8,0,1,1,0,0,0,15,3,0,9,10458,385,9,6,8,12,17,117.6142369199085,0,47830376,malware,sample_0765.apk,/sample/path/sample_0765.apk
10,29,1,0,0,0,0,0,7,7,14,6,21967,105,17,0,12,12,55,158.2835315831237,1,40830021,suspicious,sample_0766.apk,/sample/path/sample_0766.apk
4,38,1,0,0,1,0,0,18,1,31,0,95671,355,18,1,12,20,51,29.4561170329508,0,19744061,benign,sample_0767.apk,/sample/path/sample_0767.apk
3,9,1,0,0,0,0,0,1,19,3,7,78564,367,6,9,7,15,44,121.81237110509494,0,20829249,benign,sample_0768.apk,/sample/path/sample_0768.apk
14,45,0,0,0,1,1,0,4,16,33,1,17447,361,10,5,10,11,16,68.63545951073296,0,9230362,benign,sample_0769.apk,/sample/path/sample_0769.apk
4,6,0,0,0,1,0,0,9,16,49,7,63758,424,10,3,3,22,64,60.64452288631452,0,37161326,benign,sample_0770.apk,/sample/path/sample_0770.apk
0,43,1,0,1,1,0,0,20,5,36,1,23778,122,5,9,8,18,46,64.15340275931797,0,48910714,benign,sample_0771.apk,/sample/path/sample_0771.apk
3,31,0,0,0,0,0,0,7,14,12,7,88508,405,14,0,12,7,21,172.5290693799242,0,14622818,benign,sample_0772.apk,/sample/path/sample_0772.apk
1,46,0,0,0,1,0,1,14,9,25,4,51918,27,7,1,6,5,10,31.318259685472142,1,5608903,suspicious,sample_0773.apk,/sample/path/sample_0773.apk
2,39,0,0,1,1,0,0,15,3,24,1,23942,152,7,9,7,0,24,176.49784036224,0,20789633,benign,sample_0774.apk,/sample/path/sample_0774.apk
2,12,0,1,1,0,0,0,13,18,18,8,70702,365,5,1,14,8,6,145.32728945036266,0,26156811,suspicious,sample_0775.apk,/sample/path/sample_0775.apk
5,22,1,1,1,0,0,0,1,13,28,1,87298,59,7,5,1,3,18,46.92310722201451,0,15976918,suspicious,sample_0776.apk,/sample/path/sample_0776.apk
13,29,0,0,1,0,0,0,18,9,37,9,43732,456,7,3,2,3,18,21.331521079466583,0,30105469,benign,sample_0777.apk,/sample/path/sample_0777.apk
12,29,0,0,0,0,0,0,14,6,49,9,88160,133,18,1,2,0,56,51.645025673943024,0,20012516,benign,sample_0778.apk,/sample/path/sample_0778.apk
6,5,1,0,0,0,1,0,8,4,31,2,76419,155,10,3,8,20,77,124.2045918112146,0,7678134,benign,sample_0779.apk,/sample/path/sample_0779.apk
6,21,0,0,1,1,0,0,26,18,10,6,77475,122,12,7,2,1,47,131.2676872254279,0,7070893,benign,sample_0780.apk,/sample/path/sample_0780.apk
1,24,0,0,0,1,0,0,22,5,43,2,36133,395,1,8,3,21,5,115.45172643022174,0,23806266,benign,sample_0781.apk,/sample/path/sample_0781.apk
9,33,0,0,0,0,0,0,20,2,1,2,45200,442,16,7,12,18,58,198.131390328527,1,10576700,suspicious,sample_0782.apk,/sample/path/sample_0782.apk
11,37,0,0,0,0,0,0,3,6,6,7,35621,217,8,7,5,8,2,14.171165356633937,1,23294487,suspicious,sample_0783.apk,/sample/path/sample_0783.apk
3,24,0,0,0,0,0,0,5,15,14,3,92937,59,2,2,1,16,77,193.9646734699724,0,7091209,benign,sample_0784.apk,/sample/path/sample_0784.apk
0,49,0,0,0,1,0,0,10,6,48,5,78932,323,14,9,9,9,58,112.31668587268157,0,42979720,benign,sample_0785.apk,/sample/path/sample_0785.apk
12,41,1,0,0,0,0,1,13,12,13,8,64090,153,2,0,1,18,38,107.33410117954048,0,33119318,benign,sample_0786.apk,/sample/path/sample_0786.apk
9,28,1,0,1,0,0,1,13,13,41,1,6818,158,6,0,4,4,78,153.6159382741184,0,25885723,benign,sample_0787.apk,/sample/path/sample_0787.apk
0,15,0,0,0,0,0,1,7,15,45,3,44677,108,9,0,10,5,63,115.80922127188794,0,8794833,benign,sample_0788.apk,/sample/path/sample_0788.apk
10,22,0,0,1,0,0,0,4,15,45,8,66623,216,14,2,13,2,80,147.56167051069525,0,15068419,benign,sample_0789.apk,/sample/path/sample_0789.apk
10,19,0,0,0,0,0,0,6,9,37,3,75155,191,13,7,11,10,81,119.68321310439198,0,1726272,benign,sample_0790.apk,/sample/path/sample_0790.apk
10,46,0,0,1,0,0,0,22,8,33,0,17119,361,6,4,7,7,29,154.16511263335673,0,25517132,suspicious,sample_0791.apk,/sample/path/sample_0791.apk
0,8,1,0,0,0,0,0,19,18,16,1,28106,485,10,7,5,17,49,156.02223843216902,0,30354480,benign,sample_0792.apk,/sample/path/sample_0792.apk
6,29,0,0,0,0,0,0,1,15,14,1,41309,141,18,1,1,2,24,11.687922727477304,0,13774667,benign,sample_0793.apk,/sample/path/sample_0793.apk
13,13,0,0,0,0,0,1,2,1,15,2,12101,104,16,5,9,3,9,44.72982133933093,1,16618461,suspicious,sample_0794.apk,/sample/path/sample_0794.apk
3,13,0,1,0,0,0,0,2,3,30,0,59070,443,9,0,13,16,64,128.66614082430493,1,15645720,malware,sample_0795.apk,/sample/path/sample_0795.apk
2,28,0,0,0,0,0,0,4,7,20,2,59552,366,7,4,6,10,73,88.18903169250197,0,18366568,benign,sample_0796.apk,/sample/path/sample_0796.apk
0,24,0,0,0,0,0,0,23,9,39,4,84449,57,12,5,7,14,76,132.2039372052802,0,45029548,benign,sample_0797.apk,/sample/path/sample_0797.apk
4,5,1,0,0,0,0,0,22,7,4,9,16029,111,12,0,5,8,73,13.381619376980364,0,13715228,benign,sample_0798.apk,/sample/path/sample_0798.apk
0,31,0,0,1,0,0,0,17,14,40,1,25260,215,8,2,1,24,18,172.6647418670787,0,22416125,benign,sample_0799.apk,/sample/path/sample_0799.apk
10,49,0,0,0,1,1,1,20,15,30,5,89202,417,17,1,12,9,95,193.3029812380478,0,15794011,benign,sample_0800.apk,/sample/path/sample_0800.apk
14,10,0,0,0,1,0,1,7,10,24,3,93303,81,13,4,10,1,10,77.85994201948337,0,37413713,benign,sample_0801.apk,/sample/path/sample_0801.apk
13,17,0,0,0,1,1,1,27,0,28,7,1637,40,19,4,8,20,88,76.63651679630769,0,10528595,suspicious,sample_0802.apk,/sample/path/sample_0802.apk
8,30,0,0,1,1,1,1,4,17,27,2,38242,213,2,3,1,8,25,85.02463939741551,0,39434364,benign,sample_0803.apk,/sample/path/sample_0803.apk
10,18,0,0,1,0,0,1,24,6,18,6,10262,391,14,0,12,12,2,15.870453288549923,0,9360334,suspicious,sample_0804.apk,/sample/path/sample_0804.apk
3,7,0,1,0,0,0,0,26,2,26,1,10622,295,1,5,6,12,75,196.50602457206224,0,24569518,malware,sample_0805.apk,/sample/path/sample_0805.apk
9,5,0,0,0,0,0,1,25,1,45,5,57388,132,19,2,5,9,22,41.15771467218539,0,26388192,suspicious,sample_0806.apk,/sample/path/sample_0806.apk
9,7,0,0,0,0,0,0,4,13,41,1,76876,96,10,9,8,21,72,46.04230932152438,0,5464165,benign,sample_0807.apk,/sample/path/sample_0807.apk
3,27,0,0,0,0,0,0,21,4,45,4,29688,311,18,6,5,17,59,107.72203099287317,0,24423911,benign,sample_0808.apk,/sample/path/sample_0808.apk
12,28,0,0,0,0,0,1,14,17,16,3,76400,354,19,1,3,7,64,162.11849471843493,1,47627417,suspicious,sample_0809.apk,/sample/path/sample_0809.apk
9,48,0,0,0,0,0,1,23,16,49,6,10127,491,14,2,10,11,12,195.17575006401592,0,19931163,suspicious,sample_0810.apk,/sample/path/sample_0810.apk
1,18,0,0,0,0,0,0,17,2,9,2,29820,379,11,4,3,23,53,188.26471122857018,0,34406453,benign,sample_0811.apk,/sample/path/sample_0811.apk
9,15,1,0,0,0,0,0,22,3,39,6,4801,88,17,4,12,3,21,15.47226040817337,0,39372961,benign,sample_0812.apk,/sample/path/sample_0812.apk
9,49,0,0,0,1,0,0,17,5,25,4,29634,424,11,5,13,15,82,21.416179872318974,1,2650024,suspicious,sample_0813.apk,/sample/path/sample_0813.apk
7,35,0,0,0,1,0,1,14,18,33,9,45350,18,17,3,7,20,33,139.73725246802374,0,20106113,benign,sample_0814.apk,/sample/path/sample_0814.apk
2,5,0,0,0,0,0,0,22,5,8,9,65014,143,13,8,13,20,55,17.569427259231343,1,37489731,suspicious,sample_0815.apk,/sample/path/sample_0815.apk
10,44,1,0,0,0,0,1,12,19,48,6,84632,89,4,2,10,2,75,39.18998887472067,0,23528749,benign,sample_0816.apk,/sample/path/sample_0816.apk
12,49,0,0,0,1,0,0,17,3,45,2,54884,396,18,5,8,11,18,83.8710726026665,0,10956589,suspicious,sample_0817.apk,/sample/path/sample_0817.apk
2,23,0,0,0,0,1,1,13,6,18,2,70625,112,9,5,5,23,26,119.37566529162534,0,12045028,benign,sample_0818.apk,/sample/path/sample_0818.apk
1,13,1,1,0,0,0,1,14,11,47,5,75491,328,3,7,6,3,57,138.51542743381052,0,48993112,suspicious,sample_0819.apk,/sample/path/sample_0819.apk
11,39,1,0,1,1,1,0,27,9,1,7,67968,198,8,6,10,3,48,148.64049310091798,0,49883690,suspicious,sample_0820.apk,/sample/path/sample_0820.apk
6,31,0,0,0,0,0,1,0,0,13,7,77729,296,17,3,3,18,38,140.97462197019485,0,15859873,benign,sample_0821.apk,/sample/path/sample_0821.apk
7,19,1,0,0,1,0,0,25,0,13,2,30513,64,5,2,0,17,57,18.15786942486624,0,26705813,suspicious,sample_0822.apk,/sample/path/sample_0822.apk
1,20,0,0,1,1,0,1,11,8,36,8,50711,17,8,6,10,19,18,19.279908430941347,0,8327511,benign,sample_0823.apk,/sample/path/sample_0823.apk
12,38,0,0,1,0,1,0,22,17,20,6,13920,128,15,2,5,13,54,97.06689996751544,0,34850375,suspicious,sample_0824.apk,/sample/path/sample_0824.apk
9,19,0,0,0,1,1,0,19,17,33,3,53540,483,16,1,6,14,85,27.49330868469148,0,18656055,benign,sample_0825.apk,/sample/path/sample_0825.apk
0,39,1,0,1,1,1,1,15,3,41,5,83990,114,3,4,6,4,95,12.357845861430311,0,34154725,benign,sample_0826.apk,/sample/path/sample_0826.apk
13,36,0,0,0,0,0,0,7,6,4,9,71831,488,7,8,0,8,2,67.77335410824884,0,24547423,benign,sample_0827.apk,/sample/path/sample_0827.apk
6,11,0,0,0,1,1,0,28,11,16,0,60965,464,2,5,11,10,42,17.695130431564706,0,40671835,suspicious,sample_0828.apk,/sample/path/sample_0828.apk
13,20,0,0,0,1,0,0,15,8,44,9,95436,149,19,9,6,8,88,112.28450316650309,0,25531117,benign,sample_0829.apk,/sample/path/sample_0829.apk
9,25,0,0,0,0,0,0,1,6,11,6,31066,205,9,1,10,15,82,93.99971177947799,0,30573827,benign,sample_0830.apk,/sample/path/sample_0830.apk
1,17,0,0,0,0,1,1,23,6,18,0,12156,64,6,6,14,11,84,88.07894831192301,0,43750867,benign,sample_0831.apk,/sample/path/sample_0831.apk
13,22,0,1,1,0,0,1,20,4,28,4,73554,381,14,8,2,2,87,26.46892661865784,0,18326850,malware,sample_0832.apk,/sample/path/sample_0832.apk
1,49,1,1,0,0,0,0,17,14,22,2,22540,106,9,4,8,0,24,49.85040884832752,0,46840173,suspicious,sample_0833.apk,/sample/path/sample_0833.apk
11,42,0,0,1,0,0,0,15,15,15,6,62457,183,1,2,14,24,7,182.26979634317559,1,44910279,suspicious,sample_0834.apk,/sample/path/sample_0834.apk
2,21,0,1,1,0,0,0,17,0,10,2,62351,260,5,5,8,20,76,76.07055863622588,0,7149644,malware,sample_0835.apk,/sample/path/sample_0835.apk
11,15,0,0,1,0,0,1,12,0,33,8,13836,285,9,4,14,6,13,99.85611277914673,0,32520545,benign,sample_0836.apk,/sample/path/sample_0836.apk
2,41,0,0,0,0,1,1,8,11,9,9,78233,43,16,6,5,23,23,147.08064571946323,0,33970681,benign,sample_0837.apk,/sample/path/sample_0837.apk
8,34,0,0,0,0,0,0,15,15,3,5,82646,475,8,0,12,17,17,101.56941308461695,0,41411274,benign,sample_0838.apk,/sample/path/sample_0838.apk
6,26,1,0,0,1,0,1,10,12,39,9,7518,91,11,2,14,7,83,187.8350760950376,1,26401436,suspicious,sample_0839.apk,/sample/path/sample_0839.apk
7,34,0,0,1,0,0,0,15,5,29,6,68078,247,16,7,9,13,74,138.66611785558922,0,21126195,benign,sample_0840.apk,/sample/path/sample_0840.apk
3,49,0,1,0,1,0,0,28,12,11,2,64804,257,1,7,13,8,58,134.63025505929448,0,19350879,malware,sample_0841.apk,/sample/path/sample_0841.apk
5,32,0,0,0,0,0,1,13,10,27,0,36607,244,2,2,5,9,71,146.13081371365047,0,43363471,benign,sample_0842.apk,/sample/path/sample_0842.apk
13,35,0,1,0,0,1,1,13,15,42,3,11558,491,15,7,11,8,64,197.46135676459141,0,25331894,malware,sample_0843.apk,/sample/path/sample_0843.apk
5,46,0,0,0,1,0,0,27,3,0,9,74644,313,15,1,3,3,0,175.77889820077456,0,29455673,benign,sample_0844.apk,/sample/path/sample_0844.apk
9,5,0,0,1,0,0,0,23,1,38,2,85029,326,12,2,14,14,4,67.4757524667682,0,35218054,suspicious,sample_0845.apk,/sample/path/sample_0845.apk
6,36,0,0,0,0,0,0,24,19,48,9,62739,194,6,7,12,9,33,197.73646477994637,0,17126288,benign,sample_0846.apk,/sample/path/sample_0846.apk
10,38,0,0,1,0,0,0,7,19,45,8,93905,22,2,2,13,17,33,33.821987980555654,0,21880833,benign,sample_0847.apk,/sample/path/sample_0847.apk
8,43,0,0,0,0,0,0,8,12,15,4,65649,361,4,7,14,20,54,190.89469268963273,0,42926706,benign,sample_0848.apk,/sample/path/sample_0848.apk
8,34,0,0,0,0,0,1,25,4,22,0,38304,125,5,2,6,2,12,114.93087296555089,0,1702145,benign,sample_0849.apk,/sample/path/sample_0849.apk
13,43,0,1,0,1,1,1,1,16,3,1,20330,370,5,0,8,23,71,94.47506385485917,0,24393109,malware,sample_0850.apk,/sample/path/sample_0850.apk
12,14,0,0,0,0,0,0,29,10,3,4,87314,200,7,6,9,22,30,193.43705390356266,0,13233664,suspicious,sample_0851.apk,/sample/path/sample_0851.apk
10,32,0,0,0,1,0,1,19,13,10,2,89918,161,8,6,11,7,15,153.1084873766942,0,31592347,benign,sample_0852.apk,/sample/path/sample_0852.apk
8,16,0,0,0,0,0,0,23,8,4,0,54424,353,2,4,6,6,99,143.3038764809234,0,38937502,benign,sample_0853.apk,/sample/path/sample_0853.apk
9,7,0,0,0,0,0,0,1,0,44,4,5290,250,15,8,2,17,84,47.2664764494356,0,11536117,benign,sample_0854.apk,/sample/path/sample_0854.apk
4,21,0,0,1,0,0,0,20,9,17,2,91859,463,18,0,6,18,54,89.78243406270884,0,40984148,benign,sample_0855.apk,/sample/path/sample_0855.apk
9,32,0,0,0,0,1,0,23,0,24,8,92380,259,4,8,14,23,25,179.04560682363552,0,40250530,suspicious,sample_0856.apk,/sample/path/sample_0856.apk
3,36,0,0,0,1,0,0,9,1,17,7,77133,395,4,0,10,22,39,15.559800741793115,0,29148419,benign,sample_0857.apk,/sample/path/sample_0857.apk
5,34,0,0,1,0,1,0,19,14,32,4,71975,211,13,7,5,14,36,22.479358774947286,0,41111939,benign,sample_0858.apk,/sample/path/sample_0858.apk
4,14,0,0,0,0,0,0,1,12,2,1,31773,355,19,3,2,22,14,190.91302911669345,1,27119311,suspicious,sample_0859.apk,/sample/path/sample_0859.apk
5,24,1,0,0,0,0,0,24,3,22,4,85798,84,6,7,14,20,94,168.799612925918,0,32973809,suspicious,sample_0860.apk,/sample/path/sample_0860.apk
11,16,0,0,0,0,0,0,4,0,42,9,3196,339,1,6,14,16,92,148.49361353323496,0,35744043,benign,sample_0861.apk,/sample/path/sample_0861.apk
4,17,0,0,0,0,1,0,0,14,11,8,43399,202,5,7,6,7,96,120.8440753702187,0,10017883,benign,sample_0862.apk,/sample/path/sample_0862.apk
10,37,0,0,0,0,0,0,23,12,15,3,87371,317,11,6,13,2,90,117.4266444705958,0,1150468,benign,sample_0863.apk,/sample/path/sample_0863.apk
0,37,0,1,0,0,0,1,16,10,48,6,51216,237,15,7,12,0,97,156.89634784820274,0,27582567,suspicious,sample_0864.apk,/sample/path/sample_0864.apk
0,46,0,0,0,1,1,0,3,9,38,0,10850,101,8,0,7,6,32,176.7903885902547,1,25273206,benign,sample_0865.apk,/sample/path/sample_0865.apk
10,39,0,0,1,0,0,0,19,10,5,6,20299,242,19,2,3,7,67,36.607453940226904,0,9379583,benign,sample_0866.apk,/sample/path/sample_0866.apk
1,5,0,0,0,0,0,1,12,0,9,8,94616,416,1,6,3,22,52,126.7400466623756,0,43578358,benign,sample_0867.apk,/sample/path/sample_0867.apk
9,18,0,0,1,0,1,0,7,19,47,3,17893,401,4,3,5,2,17,118.28170236290005,0,27430358,benign,sample_0868.apk,/sample/path/sample_0868.apk
2,10,0,0,0,0,0,0,6,14,38,8,21002,25,13,9,2,1,63,89.62996639447425,0,28680645,benign,sample_0869.apk,/sample/path/sample_0869.apk
10,42,0,0,0,0,1,0,4,9,9,4,42341,212,13,9,5,10,67,93.79661311066789,0,20606750,benign,sample_0870.apk,/sample/path/sample_0870.apk
0,38,1,0,1,1,0,1,1,7,41,6,59956,53,15,9,13,10,1,145.02677672913867,1,37025744,benign,sample_0871.apk,/sample/path/sample_0871.apk
13,29,0,0,0,0,0,0,4,5,40,9,11224,252,19,8,14,13,0,87.32773687012376,0,23900853,benign,sample_0872.apk,/sample/path/sample_0872.apk
12,35,0,0,0,0,0,1,18,3,18,1,88320,165,19,8,14,3,67,152.36516850435754,0,20303033,benign,sample_0873.apk,/sample/path/sample_0873.apk
6,20,0,0,0,0,0,0,6,11,40,0,78391,422,18,6,0,2,20,23.954491291094676,0,38033749,benign,sample_0874.apk,/sample/path/sample_0874.apk
14,29,1,0,0,1,0,0,17,6,42,3,1972,360,9,6,4,18,66,113.82007060064838,0,19289663,suspicious,sample_0875.apk,/sample/path/sample_0875.apk
3,15,1,0,1,0,0,0,9,19,43,8,79670,8,7,9,7,11,59,47.35151535306344,1,8701020,suspicious,sample_0876.apk,/sample/path/sample_0876.apk
2,39,0,0,0,1,1,1,12,8,5,4,42644,434,2,5,10,0,78,145.39515398154757,0,15131460,benign,sample_0877.apk,/sample/path/sample_0877.apk
